ts_iso,pps_actual,pps_forecast,current_replicas,desired_replicas,action,scale_executed
2026-04-12T20:25:08+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:13+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:18+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:23+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:28+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:33+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:38+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:43+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:48+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:25:53+00:00,0.0,0,1,1,hold,False
2026-04-12T20:25:58+00:00,0.0,0,1,1,hold,False
2026-04-12T20:26:03+00:00,0.0,0,1,1,hold,False
2026-04-12T20:26:08+00:00,0.0,0,1,1,hold,False
2026-04-12T20:26:13+00:00,0.0,0,1,1,hold,False
2026-04-12T20:26:18+00:00,0.0,0,1,1,hold,False
2026-04-12T20:26:23+00:00,0.0,0,1,1,hold,False
